sr_no,sector,ministry,project_code,project_name,orig_cost,rev_cost,expenditure,phys_progress,planned_duration_days,project_age_years,elapsed_fraction,progress_gap,cost_utilization,cost_per_progress,sanction_year,sanction_month,size_decile_in_sector,sector_loo_cost_overrun_rate,sector_loo_time_overrun_rate,ministry_loo_cost_overrun_rate,ministry_loo_time_overrun_rate,cost_overrun_pct,cost_overrun_flag,time_overrun_months,time_overrun_flag
1,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,706718,C/o NITB Imphal Airport,499,499.0,212.17,53,985.0,4.492813141683778,1.665989847715736,113.59898477157361,0.42519038076152305,3.929074074074074,2021.0,11.0,4.0,0.4444444444444444,0.8181818181818182,0.4444444444444444,0.8181818181818182,0.0,0.0,29.59921156373193,1.0
2,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701121,Construction of New Domestic Terminal Building at Rajahmundry Airport.,347,,189.48,96,957.0,3.3319644079397674,1.271682340647858,31.168234064785793,0.5460518731988472,1.95340206185567,2022.0,12.0,2.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,12.3850197109067,1.0
3,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701101,"Construction of New Domestic Terminal Building [Phase-I and II] and other allied structures at JPNI Airport, Patna",1217,1216.9,1203.48,99,2796.0,7.57015742642026,0.9889127324749643,-0.10872675250357133,0.9888907148726377,12.0348,2018.0,10.0,7.0,0.4444444444444444,0.8181818181818182,0.4444444444444444,0.8181818181818182,-0.00821692686934339,0.0,3.0223390275952693,1.0
4,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612788,Construction of New Domestic Terminal Building and Miscellaneous Works at Belagavi Airport.,322,,240.99,97,975.0,2.9103353867214237,1.0902564102564103,12.025641025641022,0.748416149068323,2.4590816326530613,2023.0,6.0,0.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,6.931668856767411,1.0
5,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612787,Construction of New Domestic Terminal Building and Miscellaneous works at Hubli Airport,320,,169.11,88,964.0,2.9103353867214237,1.1026970954356847,22.269709543568467,0.52846875,1.900112359550562,2023.0,6.0,0.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,8.278580814717477,1.0
6,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612786,"Construction of New Domestic Terminal Building Building and miscellaneous works including maintenance, operations and AICMC at Kadapa Airport",266,,176.38,80,1054.0,3.14031485284052,1.088235294117647,28.823529411764696,0.6630827067669173,2.177530864197531,2023.0,3.0,0.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,8.081471747700395,1.0
7,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701128,Construction of New Integrated Passenger Terminal Building at Udaipur Airport,887,887.0,587.22,79,993.0,2.858316221765914,1.051359516616314,26.13595166163141,0.6620293122886133,7.34025,2023.0,6.0,6.0,0.4444444444444444,0.8181818181818182,0.4444444444444444,0.8181818181818182,0.0,0.0,6.570302233902759,1.0
8,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701107,Construction of New Integrated Terminal Building and associated works including apron to park 3 code E type of aircraft or 6 code C type of aircraft at Vijayawada Airport.,612,824.28,572.99,90,809.0,5.867214236824093,2.6489493201483314,174.89493201483316,0.9362581699346405,6.296593406593407,2020.0,6.0,5.0,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.8181818181818182,34.686274509803916,1.0,50.19710906701708,1.0
9,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701127,Construction of New Passenger Terminal Building for Domestic Operations at Jodhpur Airport.,480,480.0,348.2,100,1399.0,3.912388774811773,1.0214438884917798,2.144388849177986,0.7254166666666666,3.4475247524752475,2022.0,6.0,2.0,0.4444444444444444,0.8636363636363636,0.4444444444444444,0.8636363636363636,0.0,0.0,2.4967148488830486,0.0
10,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,611047,"Construction of NTB complex including apron, taxi track and other associated civil works and electrical & mechanical installations towards Tawi River side at CA Jammu.",861,861.37,370.44,58,985.0,2.5544147843942504,0.9472081218274112,36.72081218274113,0.4302439024390244,6.27864406779661,2023.0,10.0,5.0,0.4444444444444444,0.8181818181818182,0.4444444444444444,0.8181818181818182,0.04297328687572643,0.0,5.321944809461235,1.0
11,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,400010,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",480,640.0,512.55,88,1145.0,7.759069130732375,2.475109170305677,159.5109170305677,1.0678124999999998,5.758988764044943,2018.0,7.0,3.0,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.8181818181818182,33.33333333333333,1.0,58.50854139290407,1.0
12,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612789,"Development of additional RESA on either end on Runway 10-28 at Calicut Airport. Construction of embankment with slope protection, drainage system and associated works for additional RESA on either end on Runway 10-28",485,,242.51,66,844.0,2.8966461327857633,1.2535545023696681,59.35545023696682,0.500020618556701,3.61955223880597,2023.0,6.0,3.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,15.078843626806833,1.0
13,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701126,"Development of Dholera International Greenfield Airport , Gujarat",1305,1551.0,966.36,88,1477.0,3.8767967145790556,0.9587000677048071,7.870006770480714,0.7405057471264368,10.857977528089888,2022.0,6.0,7.0,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.8181818181818182,18.850574712643677,1.0,3.0223390275952693,1.0
14,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,619054,Development of Keshod Airport.,363,,108.64,47,1115.0,2.297056810403833,0.7524663677130045,28.246636771300444,0.29928374655647383,2.263333333333333,2024.0,1.0,2.0,0.4,0.8260869565217391,0.4,0.8260869565217391,,,,
15,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701113,"Development of Lal Bahadur Shastri International airport, Varanasi including C/o New Terminal Building, Apron Extension, Runway Extension, PTT and allied works.",2870,,746.93,33,1111.0,1.8206707734428473,0.5985598559855986,26.855985598559855,0.26025435540069686,21.968529411764706,2024.0,7.0,9.0,0.4,0.8636363636363636,0.4,0.8636363636363636,,,0.0,0.0
16,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612194,Development of New Civil Enclave and associated works at Darbhanga Airport,912,,426.22,71,738.0,1.8234086242299794,0.9024390243902439,19.243902439024396,0.4673464912280702,5.919722222222223,2024.0,7.0,6.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,4.664914586070959,1.0
17,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,611495,Development of New Civil Enclave at Bagdogra Airport,1549,1549.0,548.3,28,920.0,1.6673511293634498,0.6619565217391304,38.19565217391305,0.35397030342156227,18.906896551724138,2024.0,8.0,9.0,0.4444444444444444,0.8636363636363636,0.4444444444444444,0.8636363636363636,0.0,0.0,-0.0328515111695138,0.0
18,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612183,Development of New Civil Enclave at Bihta,1413,,15.53,4,945.0,1.6700889801505818,0.6455026455026455,60.550264550264544,0.010990799716914365,3.106,2024.0,8.0,8.0,0.4,0.8260869565217391,0.4,0.8260869565217391,,,,
19,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,618977,"Development of New Greenfield Airport at Bundi, Kota Rajasthan.",1507,,81.41,14,781.0,0.6680355920602327,0.31241997439180536,17.241997439180537,0.05402123424021234,5.427333333333333,2025.0,8.0,8.0,0.4,0.8636363636363636,0.4,0.8636363636363636,,,0.8212877792378449,0.0
20,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,701122,Development of New Integrated Civil Enclave at Agra Airport,579,,224.58,45,746.0,1.864476386036961,0.9128686327077749,46.28686327077749,0.38787564766839383,4.882173913043479,2024.0,6.0,4.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,4.894875164257556,1.0
21,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,706724,Guwahati Airport New Integrated Terminal Building Construction Project,1712,2520.0,2670.23,100,3042.0,9.409993155373032,1.1298487836949376,12.984878369493757,1.559713785046729,26.437920792079208,2016.0,12.0,9.0,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.8181818181818182,47.19626168224299,1.0,14.98028909329829,1.0
22,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,611602,"Modernization of Chennai Airport, Phase II, Part 2",1207,,331.85,46,2635.0,7.96167008898015,1.103605313092979,64.3605313092979,0.27493786246893126,7.060638297872341,2018.0,5.0,7.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,17.017082785808146,1.0
23,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612791,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata.",328,,153.52,74,943.0,3.156741957563313,1.2226935312831388,48.26935312831388,0.4680487804878049,2.0469333333333335,2023.0,3.0,1.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,10.939553219448094,1.0
24,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,611570,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL",500,,399.77,80,1728.0,5.363449691991787,1.1336805555555556,33.36805555555556,0.7995399999999999,4.935432098765432,2020.0,12.0,4.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,11.629434954007884,1.0
25,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612793,"Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c slope stabilization Measures [Balance work] of uphill and Improvement of Storm Water Drainage System at Pakyong Airport, Sikkim on design & build basis [EPC] with integrated 10 years maintenance.",323,,87.61,36,924.0,2.439425051334702,0.9642857142857143,60.42857142857143,0.27123839009287926,2.367837837837838,2023.0,11.0,1.0,0.4,0.8181818181818182,0.4,0.8181818181818182,,,12.910643889618921,1.0
26,Coal,Ministry of Coal,613800,JAGANNATHPUR OC RCE PROJECT,459,,290.4,96,3171.0,9.763175906913073,1.1245663828445285,16.45663828445285,0.6326797385620915,2.9938144329896903,2016.0,7.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,23.98160315374507,1.0
27,Coal,Ministry of Coal,400142,Pachwara South Coal Block,2243,,1432.45,87,4587.0,10.13826146475017,0.8072814475692174,-6.271855243078264,0.6386312973695943,16.27784090909091,2016.0,3.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
28,Coal,Ministry of Coal,616223,ADASA UG TO OC MINE,316,,209.29,86,1962.0,7.452429842573579,1.3873598369011213,52.735983690112135,0.6623101265822785,2.405632183908046,2018.0,11.0,1.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,35.972404730617605,1.0
29,Coal,Ministry of Coal,400148,AMADAND OCP[4.0MTY],869,,325.09,75,1852.0,10.151950718685832,2.002159827213823,125.21598272138229,0.37409666283084003,4.2775,2016.0,3.0,6.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,71.97766097240472,1.0
30,Coal,Ministry of Coal,616229,AMAL GONDEGAON GHATROHANA EXPN,669,,2.95,3,1663.0,1.6344969199178645,0.35898977751052313,32.898977751052314,0.004409566517189835,0.7375,2024.0,9.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
31,Coal,Ministry of Coal,611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY,4012,,414.97,31,2643.0,3.3182751540041067,0.4585698070374574,14.85698070374574,0.10343220338983052,12.9678125,2023.0,1.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
32,Coal,Ministry of Coal,615185,AMALGAMATED DHANKASA & JAMUNIA,399,,117.2,67,1654.0,3.6112251882272415,0.7974607013301088,12.746070133010889,0.293734335839599,1.723529411764706,2022.0,9.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
33,Coal,Ministry of Coal,616050,AMALGAMATED INDER-KAMPTEE DEEP,236,,128.49,99,2017.0,7.603011635865846,1.376797223599405,38.67972235994051,0.5444491525423729,1.2849000000000002,2018.0,9.0,0.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,35.972404730617605,1.0
34,Coal,Ministry of Coal,400177,AMALGAMATED YEKONA I & YEKONA,727,,564.25,81,3519.0,10.715947980835045,1.1122477976697926,30.224779766979267,0.7761348005502063,6.8810975609756095,2015.0,8.0,5.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,23.98160315374507,1.0
35,Coal,Ministry of Coal,613798,AMERA OC RCE [1.0 MTY],336,,91.91,42,4073.0,11.233401779603012,1.0073655781978885,58.73655781978886,0.2735416666666667,2.1374418604651164,2015.0,2.0,1.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
36,Coal,Ministry of Coal,613799,AMGAON OC RCE [1.0 MTY],316,,193.0,79,3902.0,10.765229295003422,1.007688364941056,21.7688364941056,0.6107594936708861,2.4125,2015.0,7.0,1.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
37,Coal,Ministry of Coal,615916,AMLG GAURI PAUNI EXPANSION OC,1225,,92.02,4,2165.0,2.0095824777549622,0.3390300230946882,29.903002309468825,0.07511836734693877,18.404,2024.0,4.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
38,Coal,Ministry of Coal,616233,BALABHADRA OCP,978,,461.54,19,2538.0,3.030800821355236,0.43617021276595747,24.61702127659575,0.4719222903885481,23.077,2023.0,4.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
39,Coal,Ministry of Coal,400183,BALARAM EXPANSION OCP,3504,,963.81,62,3161.0,5.735797399041752,0.6627649478013287,4.2764947801328645,0.2750599315068493,15.298571428571428,2020.0,8.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
40,Coal,Ministry of Coal,615330,BALLARPUR NORTH WEST OC MINE,361,,26.97,5,2297.0,3.370294318959617,0.5359164127122333,48.59164127122333,0.07470914127423822,4.495,2022.0,12.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
41,Coal,Ministry of Coal,400149,BAROUD OC EXPANSION [3.0-10.0M,2310,,1039.65,56,3161.0,5.735797399041752,0.6627649478013287,10.276494780132865,0.4500649350649351,18.239473684210527,2020.0,8.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
42,Coal,Ministry of Coal,400392,BHARATPUR RE-ORGANIZATION OCP,2839,,1716.58,54,3792.0,7.4633812457221085,0.7188818565400844,17.88818565400844,0.6046424797463895,31.210545454545453,2018.0,11.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
43,Coal,Ministry of Coal,400033,BHATADI EXPANSION OC,581,,112.17,34,2971.0,6.2149212867898695,0.7640525075732076,42.40525075732076,0.19306368330464715,3.204857142857143,2020.0,2.0,4.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
44,Coal,Ministry of Coal,616231,BHUBANESWARI EXPN OCP 50 MTY,5366,,477.73,34,3292.0,2.0944558521560577,0.23238153098420414,-10.761846901579585,0.0890290719344018,13.649428571428572,2024.0,3.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
45,Coal,Ministry of Coal,400369,BINA KAKRI AMALGAMATION EXPANS,836,,917.1,92,1314.0,5.678302532511978,1.578386605783866,65.8386605783866,1.0970095693779904,9.861290322580645,2020.0,8.0,5.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,35.972404730617605,1.0
46,Coal,Ministry of Coal,400162,BLOCK B EXPANSION [3.5 TO 8.0,999,,545.34,51,1348.0,6.7734428473648185,1.8353115727002967,132.53115727002967,0.5458858858858859,10.487307692307693,2019.0,7.0,6.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,47.99605781865966,1.0
47,Coal,Ministry of Coal,616253,BLOCK E OCP,5851,,20.32,4,1831.0,2.0944558521560577,0.417804478427089,37.7804478427089,0.00347291061357033,4.064,2024.0,3.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
48,Coal,Ministry of Coal,400180,BONJEMEHARI EXPANSION OCP,570,570.11,98.58,17,1694.0,4.720054757015743,1.0177095631641087,84.77095631641086,0.17294736842105263,5.476666666666667,2021.0,8.0,4.0,0.2,0.96875,0.3333333333333333,0.9705882352941176,0.019298245614037483,0.0,47.99605781865966,1.0
49,Coal,Ministry of Coal,400138,CHANDRAGUPT OCP,974,,772.12,25,4257.0,5.735797399041752,0.49213060840967815,24.213060840967813,0.7927310061601642,29.696923076923078,2020.0,8.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
50,Coal,Ministry of Coal,400172,CHITRA EAST OC,514,,276.0,53,2789.0,7.7180013689253935,1.0107565435640014,48.075654356400136,0.5369649805447471,5.111111111111111,2018.0,8.0,4.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,24.014454664914584,1.0
51,Coal,Ministry of Coal,616225,CHUPERBHITA SIMLONG OCP MDO 6,979,,0.0,0,4841.0,2.3353867214236823,0.17620326378847345,17.620326378847345,0.0,0.0,2023.0,12.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
52,Coal,Ministry of Coal,400353,DHUPTALA OC [SASTI UG TO OC ],711,,174.66,19,3335.0,7.211498973305955,0.7898050974512744,59.980509745127435,0.24565400843881857,8.733,2019.0,2.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
53,Coal,Ministry of Coal,400178,DINESH[MAKARDHOKRA-III] OC,823,,792.0,41,2605.0,6.2149212867898695,0.8714011516314779,46.1401151631478,0.9623329283110571,18.857142857142858,2020.0,2.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
54,Coal,Ministry of Coal,400354,DIPKA EXPANSION OCP [40 MTY],5241,,2941.23,39,3019.0,5.347022587268994,0.6469029479960252,25.690294799602526,0.5611963365769891,73.53075,2020.0,12.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
55,Coal,Ministry of Coal,400156,EPR AMRAPALI OCP,4984,,1838.82,44,2971.0,6.2149212867898695,0.7640525075732076,32.40525075732076,0.3689446227929374,40.86266666666666,2020.0,2.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
56,Coal,Ministry of Coal,400155,EPR ASHOK OC,2821,,186.02,28,3612.0,4.971937029431896,0.5027685492801772,22.27685492801772,0.06594115561857497,6.41448275862069,2021.0,5.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
57,Coal,Ministry of Coal,400154,EPR PUNDI OCP,640,,14.78,11,2331.0,5.464750171115674,0.8562848562848563,74.62848562848563,0.02309375,1.2316666666666667,2020.0,11.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
58,Coal,Ministry of Coal,400153,EPR ROHINI - KARKETTA OCP,996,,85.34,24,2629.0,5.278576317590692,0.7333586915176873,49.33586915176873,0.08568273092369479,3.4136,2021.0,1.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
59,Coal,Ministry of Coal,615331,GADEGAON OC 3 MTY,497,,95.69,2,2346.0,2.5051334702258727,0.3900255754475703,37.00255754475703,0.19253521126760562,31.896666666666665,2023.0,10.0,4.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
60,Coal,Ministry of Coal,615206,GANDHIGRAM UG MINE,414,,28.54,57,2404.0,6.663928815879535,1.0124792013311148,44.24792013311148,0.06893719806763285,0.4920689655172414,2019.0,8.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
61,Coal,Ministry of Coal,615917,GAURIDEEP/GAURI CENTRAL OCP 7.,973,,1.55,2,2427.0,2.726899383983573,0.4103831891223733,39.03831891223733,0.0015930113052415212,0.5166666666666667,2023.0,8.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
62,Coal,Ministry of Coal,400424,GEVRA OC [70 MTY],11816,,7825.46,78,2582.0,10.151950718685832,1.4360960495739736,65.60960495739735,0.6622765741367637,99.05645569620253,2016.0,3.0,9.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,47.99605781865966,1.0
63,Coal,Ministry of Coal,615914,GHONSA EXPANSION DEEP OC MINE,185,,15.72,13,2930.0,5.103353867214237,0.6361774744027304,50.61774744027304,0.08497297297297297,1.122857142857143,2021.0,3.0,0.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
64,Coal,Ministry of Coal,615860,Godavarikhani Coal Mine - 5,607,,201.0,71,2100.0,6.830937713894593,1.188095238095238,47.80952380952381,0.3311367380560132,2.7916666666666665,2019.0,7.0,4.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
65,Coal,Ministry of Coal,615192,GOKUL EXTENSION OC MINE,310,,62.31,8,1803.0,5.018480492813142,1.016638935108153,93.66389351081531,0.201,6.923333333333334,2021.0,4.0,1.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
66,Coal,Ministry of Coal,615862,Goleti Opencast Mine,346,,111.94,33,1734.0,4.829568788501026,1.0173010380622838,68.73010380622839,0.32352601156069366,3.2923529411764707,2021.0,7.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
67,Coal,Ministry of Coal,400185,GOPALJI KANIHA OCP [10 TO 30 M,8416,6107.87,1777.54,36,2897.0,4.01368925393566,0.5060407317915084,14.604073179150845,0.21120960076045628,48.04162162162162,2022.0,4.0,9.0,0.2,0.9696969696969697,0.3333333333333333,0.9714285714285714,-27.425499049429657,0.0,,
68,Coal,Ministry of Coal,616232,HINGULA II OC EXPN PH III 15 M,1562,,284.22,34,2336.0,3.477070499657769,0.5436643835616438,20.36643835616438,0.18195902688860438,8.120571428571429,2022.0,11.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
69,Coal,Ministry of Coal,400018,HURA C OCP,859,,455.95,63,2425.0,3.7207392197125255,0.5604123711340206,-6.958762886597938,0.5307916181606519,7.12421875,2022.0,8.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
70,Coal,Ministry of Coal,615861,Indaram Opencast Project,425,,408.69,81,2799.0,8.744695414099931,1.1411218292247232,33.112182922472314,0.9616235294117647,4.984024390243903,2017.0,8.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
71,Coal,Ministry of Coal,616226,INTEGRATED KULDA GARJANBAHAL O,3564,,692.76,10,3634.0,3.030800821355236,0.3046230049532196,20.46230049532196,0.19437710437710437,62.97818181818182,2023.0,4.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
72,Coal,Ministry of Coal,400187,INTEGRATED LAKHANPUR-BELPAHAR-,2435,,2133.7,83,3235.0,7.939767282683094,0.8964451313755796,6.644513137557951,0.8762628336755646,25.401190476190475,2018.0,5.0,8.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
73,Coal,Ministry of Coal,612816,ITAPARA OCP,929,,132.43,8,2284.0,2.3353867214236823,0.37346760070052537,29.34676007005254,0.14255113024757804,14.714444444444446,2023.0,12.0,6.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
74,Coal,Ministry of Coal,616236,JARANGDIH EXPN. OCP 1.5 MTY,372,,85.6,33,3344.0,6.236824093086927,0.68122009569378,35.122009569377994,0.23010752688172043,2.5176470588235293,2020.0,2.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
75,Coal,Ministry of Coal,615818,Jawahar Khani Open Cast Mine,298,,50.39,20,1216.0,4.4106776180698155,1.3248355263157894,112.48355263157893,0.16909395973154362,2.3995238095238096,2021.0,12.0,1.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,23.98160315374507,1.0
76,Coal,Ministry of Coal,619032,JAYANT EXPN. [20 TO 38 MTPA],25560,,333.3,2,2589.0,1.1690622861054072,0.1649285438393202,14.49285438393202,0.013039906103286385,111.10000000000001,2025.0,2.0,9.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
77,Coal,Ministry of Coal,400312,JHANJRA EXPANSION UG,1210,,633.57,52,3271.0,6.036960985626283,0.6741057780495261,15.41057780495261,0.5236115702479339,11.954150943396227,2020.0,4.0,7.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
78,Coal,Ministry of Coal,400352,JHARKHAND-LAIYO OCP,655,,1.97,32,3870.0,5.678302532511978,0.5359173126614987,21.591731266149864,0.0030076335877862593,0.05969696969696969,2020.0,8.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
79,Coal,Ministry of Coal,613803,JHIRIA WEST OCP [1.5 MTY],367,,37.19,41,1887.0,2.2477754962354553,0.4350821409644939,2.508214096449386,0.10133514986376022,0.8854761904761904,2024.0,1.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
80,Coal,Ministry of Coal,615865,Kakatiyakhani OC - 2 Project,442,,253.41,64,2781.0,8.695414099931554,1.1420352391226178,50.20352391226179,0.5733257918552036,3.8986153846153844,2017.0,8.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,11.990801576872535,1.0
81,Coal,Ministry of Coal,615858,Kalyanikhani Opencast Project,384,,304.39,77,3682.0,10.16290212183436,1.0081477457903314,23.81477457903314,0.7926822916666666,3.9024358974358972,2016.0,3.0,2.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
82,Coal,Ministry of Coal,613802,KANCHAN OC EXP,371,,157.9,58,4122.0,11.367556468172484,1.007278020378457,42.727802037845706,0.42560646900269544,2.676271186440678,2014.0,12.0,2.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,24.014454664914584,1.0
83,Coal,Ministry of Coal,400074,KARO EXPANSION OCP,849,,237.61,23,2623.0,4.262833675564682,0.5935951200914983,36.35951200914983,0.2798704358068316,9.900416666666667,2022.0,1.0,5.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
84,Coal,Ministry of Coal,615191,KATKONA RO UG MINE,329,,62.01,2,2253.0,3.249828884325804,0.5268530847758545,50.685308477585444,0.1884802431610942,20.669999999999998,2023.0,1.0,1.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
85,Coal,Ministry of Coal,615183,KHADIA EXPANSION [10 TO 16 MTP,492,,379.69,57,1375.0,4.84599589322382,1.2872727272727273,71.72727272727275,0.7717276422764228,6.546379310344827,2021.0,6.0,3.0,0.16666666666666666,0.96875,0.2857142857142857,0.9705882352941176,,,23.98160315374507,1.0
86,Coal,Ministry of Coal,617278,KOLARPIMPRI EXPANSION OC [2.5,630,,0.61,0,2125.0,1.9000684462696784,0.3265882352941176,32.65882352941176,0.0009682539682539682,0.61,2024.0,6.0,4.0,0.16666666666666666,0.9696969696969697,0.2857142857142857,0.9714285714285714,,,,
