sr_no,sector,ministry,project_code,project_name,orig_cost,rev_cost,expenditure,phys_progress,planned_duration_days,project_age_years,elapsed_fraction,progress_gap,cost_utilization,cost_per_progress,sanction_year,sanction_month,size_decile_in_sector,sector_loo_cost_overrun_rate,sector_loo_time_overrun_rate,ministry_loo_cost_overrun_rate,ministry_loo_time_overrun_rate,cost_overrun_pct,cost_overrun_flag,time_overrun_months,time_overrun_flag
939,Roads & Highways,Ministry of Road Transport & Highways,618420,"Construction of 2 lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw existing km 60.900 of old NH-40 to NH-106 old NH-44E, Package-II km 12800 to km 24700 under SARDP-NE Phase A in the State of Meghalaya on EPC Mode",686,,357.32,50,1265.0,3.1238877481177276,0.9019762845849802,40.19762845849803,0.5208746355685131,7.006274509803921,2023.0,3.0,4.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0328515111695138,0.0
940,Roads & Highways,Ministry of Road Transport & Highways,618202,Construction of 2 lane with paved shoulders Baramulla Bypass Greenfield bypass from existing Ch. Km 47020 to Km 56720 and Design Ch. From 48500 to 62600 Total length 14.100 km on road Srinagar Baramulla Uri NH-01 in the UT of Jammu & Kashmir under Project.Package-III,992,,112.16,47,1259.0,3.1074606433949348,0.9015091342335186,43.15091342335187,0.11306451612903226,2.3366666666666664,2023.0,3.0,6.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,10.939553219448094,1.0
941,Roads & Highways,Ministry of Road Transport & Highways,618413,Construction of 2 laning with Hard shoulder of Peren-Dimapur section on NH 129A from Design Km 146.208 to Km 163.592 Length- 17.384 km in the state of Nagaland on EPC mode under NHO-TSP Package-III,178,199.02,111.71,96,1576.0,5.212867898699521,1.2081218274111676,24.812182741116757,0.6275842696629214,1.1516494845360825,2021.0,2.0,0.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,11.80898876404495,1.0,14.783180026281208,1.0
942,Roads & Highways,Ministry of Road Transport & Highways,618127,Construction of 2- Lane with paved shoulder from km 56.45 Dharampur More to 93.050 Pakur of NH-333A in the State of Jharkhand on EPC mode,256,,10.06,15,1498.0,3.0937713894592744,0.7543391188251002,60.43391188251002,0.039296875,0.62875,2023.0,3.0,1.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
943,Roads & Highways,Ministry of Road Transport & Highways,618324,Construction of 2-lane Aizawl Bypass from km 15.200 to km 34.500 Package-3 on Sairang - Phaibawk section of NH-6 in the State of Mizoram under Bharatmala Pariyojna on EPC Mode under NHO-NE,721,,102.62,15,2082.0,3.167693360711841,0.5557156580211335,40.571565802113355,0.14233009708737865,6.41375,2023.0,2.0,4.0,0.3609154929577465,0.7321613236814891,0.3609154929577465,0.7321613236814891,,,,
944,Roads & Highways,Ministry of Road Transport & Highways,617892,Construction of 2-lane road of Potin to Pangin section of NH-13 from Km 163.59 to Km 206.66 Package-5 on EPC Mode in the State of Arunachal Pradesh under Arunachal Pradesh Package of Roads and Highways of SARDP-NE [Job No SARDP-NE/P-P/Pkg-A/NH-13/Ar.Pr./PWD/2018-19/116],451,,345.01,97,1723.0,7.1649555099247095,1.5188624492164828,54.886244921648284,0.7649889135254989,3.5205102040816327,2019.0,3.0,3.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,35.41392904073587,1.0
945,Roads & Highways,Ministry of Road Transport & Highways,618297,Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 Old NH-150 from existing Km 30.474 Near Kidwema road Chakahabama to existing Km 53.220 Near Kikruma Village Design Km 29.60 to Km 51.50 Design length-21.90 Km in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode under NHO Package-II -Balance work,356,,0.0,43,2125.0,6.135523613963039,1.0545882352941176,62.45882352941176,0.0,0.0,2020.0,3.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,11.85939553219448,1.0
946,Roads & Highways,Ministry of Road Transport & Highways,618423,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon MTM Road from existing Km 20.456 to Km 41.065 Design Km. 20 to Km. 40.0 Design Length-20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,216,,173.12,100,2709.0,8.106776180698152,1.0930232558139534,9.302325581395337,0.8014814814814815,1.714059405940594,2018.0,3.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,6.701708278580814,1.0
947,Roads & Highways,Ministry of Road Transport & Highways,619059,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon Road on EPC Basis from existing road Km. 76.640 to Km 98.065 Design chainage Km. 63.800 to Km. 86.835 Design Length-23.035 Km in the state of Nagaland under SARDP-NE PKG-IV Balance work,324,,147.37,79,2729.0,8.106776180698152,1.0850128252106999,29.50128252106998,0.4548456790123457,1.842125,2018.0,3.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,15.670170827858081,1.0
948,Roads & Highways,Ministry of Road Transport & Highways,618422,"Construction of 2-lane with hard shoulders of Merangkong-Tamlu-Mon road Wakching Twon portion on EPC basis from existing Chainage Km 59000 to Km 73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under SARDP-NE package-V Balance work",162,,101.28,100,1621.0,5.08145106091718,1.1449722393584207,14.497223935842072,0.6251851851851852,1.0027722772277228,2021.0,3.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,10.74244415243101,1.0
949,Roads & Highways,Ministry of Road Transport & Highways,618290,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH-39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",202,,102.32,47,625.0,5.746748802190281,3.3584,288.84000000000003,0.5065346534653465,2.1316666666666664,2020.0,7.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,56.47174770039422,1.0
950,Roads & Highways,Ministry of Road Transport & Highways,618292,Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting New NH-02 and New NH-29 from Design Km 10.500 to design Km 21.000 [Design Length- 10.500 km] including TUNNEL of 500m at Ch. 11.000 in the state of Nagaland Under SARDP-NE on EPC Mode Package-2,277,,201.99,70,830.0,5.812457221081451,2.557831325301205,185.7831325301205,0.7292057761732852,2.844929577464789,2020.0,7.0,1.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,60.4796320630749,1.0
951,Roads & Highways,Ministry of Road Transport & Highways,618291,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",160,342.29,128.32,40,1780.0,5.746748802190281,1.1792134831460674,77.92134831460675,0.8019999999999999,3.1297560975609753,2020.0,7.0,0.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,113.93125000000002,1.0,18.528252299605782,1.0
952,Roads & Highways,Ministry of Road Transport & Highways,618293,"Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting NH-39New NH-02, NH-150New NH-02, NH-61New NH-29 and NH-39New NH-02 from design Km 0.00 to Km 10.500 in the State of Nagaland under SARDP-NE on EPC Mode Package-1 -Balance work",232,350.88,120.92,27,2315.0,5.812457221081451,0.9170626349892008,64.70626349892008,0.5212068965517241,4.3185714285714285,2020.0,7.0,1.0,0.35978835978835977,0.7329192546583851,0.35978835978835977,0.7329192546583851,51.241379310344826,1.0,0.0,0.0
953,Roads & Highways,Ministry of Road Transport & Highways,618421,"Construction of 2-Lane with paved shoulder of Shillong Western Bypass starting from NH-06 near Ladumsaw Existing km 60.900 of old NH-40 to NH106 old NH-44E, km 0000 to km 12800 Package-I under SARDP-NE PHASE A in the State of Meghalaya on EPC Mode Greenfield alignment",620,,332.95,75,1274.0,3.1485284052019167,0.902668759811617,15.266875981161704,0.537016129032258,4.380921052631579,2023.0,3.0,4.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0328515111695138,0.0
954,Roads & Highways,Ministry of Road Transport & Highways,618419,"Construction of 2-Lane with paved shoulders of Shillong Western Bypass starting from NH-06 near Ladumsaw existing Km 60.900 of old NH40 to NH106 old NH 44E Package-III, from km 24700 to km 38256 under SARDP-NE PHASE A in the state of Meghalaya on EPC Mode Greenfield alignment",562,,340.17,52,1268.0,3.132101300479124,0.9022082018927445,38.22082018927445,0.6052846975088968,6.418301886792453,2023.0,3.0,3.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0328515111695138,0.0
955,Roads & Highways,Ministry of Road Transport & Highways,618363,Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under Bharatmala Pariyojana on EPC mode [Pkg-B],741,,494.49,61,560.0,4.837782340862423,3.155357142857143,254.53571428571428,0.6673279352226721,7.9756451612903225,2021.0,6.0,4.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,47.70039421813403,1.0
956,Roads & Highways,Ministry of Road Transport & Highways,618362,Construction of 2-laning with hard shoulder of Lunglei to Chhumkhum from Design Chainage Km 0.000 to Km 37.420 of NH-302 [Lunglei-Tlabung] Package-A,698,,553.89,65,640.0,5.084188911704312,2.9015625,225.15625,0.793538681948424,8.392272727272728,2021.0,3.0,4.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,46.517739816031536,1.0
957,Roads & Highways,Ministry of Road Transport & Highways,618387,Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of NH-102A from Design Chainage km 9450 to km 50850 in the State of Manipur on EPC mode under NHO-NE Package-2,579,,278.6,80,1090.0,3.1485284052019167,1.055045871559633,25.504587155963293,0.48117443868739207,3.4395061728395064,2023.0,3.0,3.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,10.019710906701707,1.0
958,Roads & Highways,Ministry of Road Transport & Highways,618388,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 50.850 km to 81.870 km in the State of Manipur on EPC mode under NHO-TSP Package -3,316,,257.41,94,1229.0,4.63791923340178,1.3783563873067535,43.835638730675356,0.8145886075949368,2.7095789473684215,2021.0,9.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,23.324572930354794,1.0
959,Roads & Highways,Ministry of Road Transport & Highways,618389,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 81.870 km to 105.825 km in the State of Manipur on EPC mode under NHO-TSP Package -4,311,,287.73,97,904.0,4.643394934976044,1.8761061946902655,90.61061946902655,0.9251768488745982,2.9360204081632655,2021.0,9.0,1.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,30.059132720105122,1.0
960,Roads & Highways,Ministry of Road Transport & Highways,618445,Construction of 2-Laning with hard shoulders of Demwe-Brahmakund section of NH-13 from Ch.0.00 km to 18.464 km on EPC under SARDP-NE NHO-NE -Balance Work,354,,26.82,20,2677.0,5.69472963723477,0.7769891669779604,57.69891669779604,0.07576271186440678,1.2771428571428571,2020.0,8.0,2.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
961,Roads & Highways,Ministry of Road Transport & Highways,618448,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,817,786.6,474.96,64,1158.0,5.560574948665297,1.7538860103626943,111.38860103626942,0.5813463892288862,7.307076923076923,2020.0,10.0,5.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-3.720930232558137,0.0,41.29434954007884,1.0
962,Roads & Highways,Ministry of Road Transport & Highways,618447,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH-717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,411,379.3,241.77,83,1132.0,5.278576317590692,1.7031802120141342,87.31802120141342,0.5882481751824817,2.878214285714286,2021.0,1.0,2.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-7.712895377128951,0.0,39.15900131406045,1.0
963,Roads & Highways,Ministry of Road Transport & Highways,618556,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar-Lakhnadon section of NH-44 NS",666,665.91,574.39,97,1128.0,3.241615331964408,1.049645390070922,7.964539007092199,0.8624474474474474,5.861122448979592,2023.0,2.0,4.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-0.013513513513518292,0.0,5.19053876478318,1.0
964,Roads & Highways,Ministry of Road Transport & Highways,619293,Construction of 4 Lane Access Controlled Bypass for Dehradun on NH307 from Design Chainage km 0050 Jhajra on NH-07 to Design Chainage km 12220 Asharori on EPC Mode in the State of Uttarakhand under NHO,716,337.11,191.78,63,1233.0,2.3956194387405887,0.7096512570965126,7.965125709651261,0.2678491620111732,2.9965625,2023.0,12.0,4.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-52.91759776536312,0.0,0.0,0.0
965,Roads & Highways,Ministry of Road Transport & Highways,619253,Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25,516,,0.0,56,1072.0,1.5003422313483916,0.5111940298507462,-4.880597014925378,0.0,0.0,2024.0,10.0,3.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
966,Roads & Highways,Ministry of Road Transport & Highways,617896,"Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH-31Dumardoha Pt-II and Terminating at Km 862.17 Baladmara via. Khudimari Pt.- II, Fulkumari, Charaldanga, Sajuakuti,Geramari Pt.-III and finally meeting at km 862.17 of NH-17New/ NH-31Old in the State of Assam under EPC Mode Job no. 31/AS/ 2023-24/265",421,,0.0,34,953.0,2.1245722108145104,0.8142707240293809,47.427072402938094,0.0,0.0,2024.0,3.0,2.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
967,Roads & Highways,Ministry of Road Transport & Highways,618247,Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km 0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.,1709,,0.0,7,1777.0,2.1464750171115674,0.44119302194710186,37.11930219471019,0.0,0.0,2024.0,3.0,8.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
968,Roads & Highways,Ministry of Road Transport & Highways,617969,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29 B of Km 29 Ekangarsarai at NH 110 New NH 33 & Railway Km 32.63 at Fatwa FUT Islampur IPR section in the state of Bihar on EPC mode.,201,,0.01,62,1226.0,3.137577002053388,0.9347471451876019,31.474714518760194,4.9751243781094526e-05,0.00015873015873015873,2023.0,3.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,5.4204993429697765,1.0
969,Roads & Highways,Ministry of Road Transport & Highways,617905,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of NH-201 present NH-26 at Kesinga including land acquisition in the state of Odisha on EPC mode under Annual Plan 2021-22,324,,88.48,78,1225.0,4.331279945242985,1.2914285714285714,51.14285714285714,0.27308641975308645,1.12,2021.0,12.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,24.375821287779235,1.0
970,Roads & Highways,Ministry of Road Transport & Highways,618205,"Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 Design Ch. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to 47020 Design Ch. 44958 to 48500 Delina Flyover including construction of flyover length 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGAR BARAMULA URI NH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO Package-IJob No NH-1-J&K-2022-23-110",823,,298.96,86,1152.0,3.8357289527720737,1.2161458333333333,35.61458333333333,0.3632563791008505,3.4363218390804597,2022.0,6.0,5.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,16.228646517739815,1.0
971,Roads & Highways,Ministry of Road Transport & Highways,618203,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",980,,132.03,57,1227.0,3.1074606433949348,0.9250203748981255,35.50203748981255,0.13472448979591836,2.2763793103448275,2023.0,3.0,6.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,6.964520367936925,1.0
972,Roads & Highways,Ministry of Road Transport & Highways,619061,Construction of 4 lane with PS Idar-Badoli bypass section from design km 81/300 to km 95/500 of NH 168G in the State of Gujarat,705,,0.0,7,1136.0,1.0924024640657084,0.3512323943661972,28.12323943661972,0.0,0.0,2025.0,3.0,4.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
973,Roads & Highways,Ministry of Road Transport & Highways,617919,Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km. 286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km. 304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur -Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG-2017-18-56,349,,304.04,98,1042.0,8.106776180698152,2.841650671785029,186.1650671785029,0.8711747851002866,3.071111111111111,2018.0,3.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,55.09198423127464,1.0
974,Roads & Highways,Ministry of Road Transport & Highways,619057,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village to Design Chainage km 38600 on NH-37 Old NH-44 at Kandigram Chaita Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Pkg-3,574,,330.98,71,1258.0,3.167693360711841,0.9197138314785374,20.971383147853743,0.5766202090592335,4.5969444444444445,2023.0,2.0,3.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,7.687253613666228,1.0
975,Roads & Highways,Ministry of Road Transport & Highways,618373,"Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III",4997,,3081.08,77,3417.0,6.98425735797399,0.7465613110916008,-2.3438688908399143,0.6165859515709425,39.50102564102564,2019.0,5.0,9.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
976,Roads & Highways,Ministry of Road Transport & Highways,619142,Construction of 4-lane connectivity to Banbasa ICP at India Nepal border from NH-09 old NH-125 Sitarganj-Tanakpur at Km 40.00 near Jagbuda bridge under Bharatmala Priyojana of NH-109D on EPC mode in the State of Uttarakhand,217,237.01,213.92,75,807.0,3.868583162217659,1.7509293680297398,100.09293680297398,0.9858064516129031,2.814736842105263,2022.0,6.0,0.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,9.221198156682023,1.0,31.274638633377133,1.0
977,Roads & Highways,Ministry of Road Transport & Highways,618001,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",217,265.88,172.17,92,1877.0,7.9780971937029435,1.552477357485349,63.24773574853489,0.7934101382488479,1.851290322580645,2018.0,5.0,0.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,22.525345622119815,1.0,36.070959264126145,1.0
978,Roads & Highways,Ministry of Road Transport & Highways,618166,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH-731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh,698,,0.04,100,1392.0,4.312114989733059,1.1314655172413792,13.146551724137922,5.730659025787966e-05,0.00039603960396039607,2022.0,1.0,4.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,8.31143232588699,1.0
979,Roads & Highways,Ministry of Road Transport & Highways,618308,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH-37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2,676,728.97,339.78,57,1426.0,3.1238877481177276,0.800140252454418,23.0140252454418,0.5026331360946745,5.8582758620689654,2023.0,3.0,4.0,0.35978835978835977,0.7329192546583851,0.35978835978835977,0.7329192546583851,7.835798816568051,1.0,1.6425755584756898,0.0
980,Roads & Highways,Ministry of Road Transport & Highways,618417,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length 25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",2026,,462.34,9,1448.0,3.1074606433949348,0.7838397790055248,69.38397790055248,0.22820335636722605,46.233999999999995,2023.0,3.0,9.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
981,Roads & Highways,Ministry of Road Transport & Highways,618320,Construction of 4-Laning of N. Kawnpui N. Mualvum Mualkhang via Khamrang Village section Package-7 of NH-6 from Existing Chainage km 127200 to km 142000 Design Chainage km 111850 to km 123400 on Silchar - Vairengte - Sairang road in the State of Mizoram on EPC mode,866,,190.01,19,1720.0,2.212183436002738,0.4697674418604651,27.97674418604651,0.2194110854503464,9.500499999999999,2024.0,2.0,5.0,0.3609154929577465,0.7321613236814891,0.3609154929577465,0.7321613236814891,,,,
982,Roads & Highways,Ministry of Road Transport & Highways,618321,Construction of 4-Laning of West Serawlg-Sairang section of NH-6 from Existing Chainage km 142000 to km 158900 Design Chainage km 123400 to km 136260 on Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8,876,,288.34,14,1724.0,2.212183436002738,0.46867749419953597,32.8677494199536,0.3291552511415525,19.222666666666665,2024.0,2.0,5.0,0.3609154929577465,0.7321613236814891,0.3609154929577465,0.7321613236814891,,,,
983,Roads & Highways,Ministry of Road Transport & Highways,618869,"Construction of 4/6 lane Highway of Southern Bareilly Bypass, starting at Ch. 237000 of NH 530 near Jhumka chauraha, Dhantiya village and ending at Ch. 267000 of NH 30 near Invertis University including Trumpet Interchange",1122,1869.59,620.25,16,1283.0,1.3634496919917864,0.3881527669524552,22.815276695245522,0.5528074866310161,36.48529411764706,2024.0,12.0,6.0,0.35978835978835977,0.7329192546583851,0.35978835978835977,0.7329192546583851,66.6301247771836,1.0,0.0,0.0
984,Roads & Highways,Ministry of Road Transport & Highways,618500,Construction of 4L Connector from Delhi Meerut Expressway Km 50.000 of Pkg IV to Km 8.520 of NH-235 Pkg-5,1081,1116.19,455.0,78,935.0,4.646132785763176,1.8149732620320855,103.49732620320856,0.42090656799259946,5.7594936708860756,2021.0,9.0,6.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,3.2553191489361755,0.0,29.07358738501971,1.0
985,Roads & Highways,Ministry of Road Transport & Highways,618609,Construction of 4L Flyover from MES College Junction to Bogmalo Junction on NH-566 from Km. 7.106 to Km. 10.460 and 4L VUP at Queeny Nagar Junction from Km. 3.330 to Km. 4.550,463,316.28,168.21,59,925.0,2.2806297056810405,0.9005405405405406,31.05405405405405,0.36330453563714904,2.8035,2024.0,1.0,3.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-31.68898488120951,0.0,9.986859395532194,1.0
986,Roads & Highways,Ministry of Road Transport & Highways,619298,Construction of 6 Lane Elevated corridor from KM 612582 to KM 617540 including construction of Service Roads in Kolhapur City on NH -48 in the State of Maharashtra on EPC mode under NHO,1039,,0.06,0,1222.0,0.23819301848049282,0.07119476268412439,7.1194762684124395,5.774783445620789e-05,0.06,2026.0,2.0,6.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
987,Roads & Highways,Ministry of Road Transport & Highways,618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,258,192.85,55.83,39,977.0,1.787816563997262,0.6683725690890481,27.837256908904806,0.2163953488372093,1.39575,2024.0,7.0,1.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-25.251937984496127,0.0,5.387647831800263,1.0
988,Roads & Highways,Ministry of Road Transport & Highways,617912,Construction of 6 lane flyover from Khapari ROB to Mihan Interchange design chainage km 8760 to 11450 L- 2.69 km and upgradation of existing 4L PS road to 6LPS with service road by flexible pavement design chainage km 11450 to 14500 L-3.05 [total project length 5.74 km] in section of Nagpur - Hyderabad NH-44 Old NH-7 in Nagpur district in the state of Maharashtra on HAM mode.,620,,18.35,8,1297.0,2.1245722108145104,0.5983037779491134,51.830377794911335,0.02959677419354839,2.038888888888889,2024.0,3.0,4.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,-0.0328515111695138,0.0
989,Roads & Highways,Ministry of Road Transport & Highways,618932,Construction of 6 lane Indore western bypass from km 0000 to Km 34000 Pkg -l in the State of Madhya Pradesh on Hybrid Annuity Mode under NHO,1535,1472.68,657.89,28,1402.0,2.1683778234086244,0.5649072753209701,28.490727532097004,0.4285928338762215,22.685862068965516,2024.0,2.0,8.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-4.059934853420192,0.0,0.0,0.0
990,Roads & Highways,Ministry of Road Transport & Highways,618933,Construction of 6 lane Indore western bypass from km 34000 to Km 64000 Pkg-II in the state of Madhya Pradesh on Hybrid Annuity Mode under NHO,1431,,662.93,18,1440.0,2.1437371663244353,0.54375,36.37499999999999,0.46326345213137665,34.891052631578944,2024.0,3.0,7.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
991,Roads & Highways,Ministry of Road Transport & Highways,618233,Construction of 6-lane bridge on Ganga on NH-96 and its approaches in Phaphamau Allahabad on EPC mode,1948,1465.41,0.43,91,2045.0,7.8028747433264884,1.3936430317848412,48.36430317848411,0.00022073921971252567,0.004673913043478261,2018.0,7.0,9.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-24.77361396303901,0.0,31.471747700394218,1.0
992,Roads & Highways,Ministry of Road Transport & Highways,618250,Construction of 6-Lane Elevated / Extra Dose Cable Bridge on River Ganga parallel to & Western side of Digha-Sonepur Rail cum-Road Bridge of NH 139W in the State of Bihar,3064,,0.0,19,1397.0,2.316221765913758,0.6055833929849678,41.558339298496776,0.0,0.0,2024.0,1.0,9.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,13.92904073587385,1.0
